listing_id,source,source_listing_id,city,neighborhood,region,latitude,longitude,surface_m2,bedrooms,bathrooms,furnished_status,parking,balcony,sea_view,price_mad,price_per_m2,property_type,transaction_type,publication_date,publication_date_status,scraped_at,url,validation_status,validation_reasons,deduplication_status,duplicate_of,title_raw,price_raw,location_raw,details_raw,source_record_path
mubawab.ma:native:8398440,mubawab.ma,8398440,Tanger,Sania,Tangier-Tetouan-Al Hoceima,,,110.0,2.0,2.0,unknown,unknown,unknown,unknown,17500.0,159.09,appartement,sale,,unknown,2026-09-01T17:30:23.578161+00:00,https://www.mubawab.ma/fr/a/8398440/appartement-haut-standing-%C3%A0-sania,rejected,implausible_price|price_per_m2_outlier,unique,,Appartement Haut Standing à Sania,17500.0 MAD,Sania à Tanger,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8399856,mubawab.ma,8399856,Casablanca,Belvédère,Casablanca-Settat,,,80.0,2.0,2.0,unknown,yes,yes,unknown,7000.0,87.5,appartement,sale,,unknown,2026-09-01T17:30:12.746426+00:00,https://www.mubawab.ma/fr/a/8399856/%C3%A0-louer-%E2%80%93-belv%C3%A9d%C3%A8re-appartement-neuf-haut-standing,rejected,implausible_price|price_per_m2_outlier,unique,,À louer – Belvédère Appartement neuf haut standing,7000.0 MAD,Belvédère à Casablanca,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8400785,mubawab.ma,8400785,Mohammedia,Mannesmann,Casablanca-Settat,,,48.0,1.0,1.0,unknown,yes,unknown,yes,880000.0,18333.33,,sale,,unknown,2026-09-01T17:36:30.954213+00:00,https://www.mubawab.ma/fr/a/8400785/studio-%C3%A0-vendre-mannesmann-mohammedia,rejected,unknown_property_type,unique,,"Studio à vendre mannesmann, mohammedia",880000.0 MAD,Mannesmann à Mohammedia,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8401132,mubawab.ma,8401132,El Jadida,Hay Essalam,Casablanca-Settat,,,81.0,2.0,2.0,furnished,unknown,unknown,unknown,7000.0,86.42,appartement,sale,,unknown,2026-09-01T17:36:33.071388+00:00,https://www.mubawab.ma/fr/a/8401132/appartement-%C3%A0-l-achat-%C3%A0-hay-essalam-superficie-81-m%C2%B2-bien-meubl%C3%A9,rejected,implausible_price|price_per_m2_outlier,unique,,Appartement à l'achat à Hay Essalam. Superficie 81 m². Bien meublé,7000.0 MAD,Hay Essalam à El Jadida,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8402696,mubawab.ma,8402696,Marrakech,Ennakhil (Palmeraie),Marrakech-Safi,,,272.0,3.0,3.0,unknown,yes,unknown,unknown,2550000.0,9375.0,,sale,,unknown,2026-09-01T17:32:04.303562+00:00,https://www.mubawab.ma/fr/a/8402696/duplex-%C3%A0-vendre-%C3%A0-la-palmeraie,rejected,unknown_property_type,unique,,Duplex à vendre à la Palmeraie,2550000.0 MAD,Ennakhil (Palmeraie) à Marrakech,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8404736,mubawab.ma,8404736,Tanger,Iberie,Tangier-Tetouan-Al Hoceima,,,120.0,3.0,3.0,unknown,unknown,yes,unknown,22000.0,183.33,appartement,sale,,unknown,2026-09-01T17:30:52.042667+00:00,https://www.mubawab.ma/fr/a/8404736/nouveau-projet-r%C3%A9sidentiel-d%E2%80%99exception-%C3%A0-iberia,rejected,implausible_price|price_per_m2_outlier,unique,,Nouveau Projet Résidentiel d’Exception à Iberia,22000.0 MAD,Iberie à Tanger,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8406025,mubawab.ma,8406025,Casablanca,Liberté,Casablanca-Settat,,,237.0,7.0,3.0,unknown,yes,unknown,unknown,1700000.0,7173.0,,sale,,unknown,2026-09-01T17:32:41.338959+00:00,https://www.mubawab.ma/fr/a/8406025/duplex-237m%C2%B2-avec-entr%C3%A9e-ind%C3%A9pendante,rejected,unknown_property_type,unique,,Duplex 237m² avec Entrée Indépendante,1700000.0 MAD,Liberté à Casablanca,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8406105,mubawab.ma,8406105,Casablanca,Sidi Maarouf,Casablanca-Settat,,,123.0,3.0,2.0,unknown,unknown,unknown,unknown,940000.0,7642.28,,sale,,unknown,2026-09-01T17:32:43.901852+00:00,https://www.mubawab.ma/fr/a/8406105/duplex-a-vendre-sidi-maarouf,rejected,unknown_property_type,unique,,Duplex a vendre sidi maarouf,940000.0 MAD,Sidi Maarouf à Casablanca,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8407244,mubawab.ma,8407244,Casablanca,Ferme Bretonne (Hay Arraha),Casablanca-Settat,,,50.0,1.0,1.0,unknown,yes,unknown,unknown,1225500.0,24510.0,,sale,,unknown,2026-09-01T17:33:54.715784+00:00,https://www.mubawab.ma/fr/a/8407244/appartement-deux-chambres-et-studio-neufs-vendre-%C3%A0-ferme-bretonne-hay-arraha-1-belle-chambre-porte-s%C3%A9curis%C3%A9e-et-chauffage-central,rejected,unknown_property_type,unique,,Appartement deux chambres et studio neufs vendre à Ferme Bretonne Hay Arraha. 1 belle chambre. Porte sécurisée et chauffage central,1225500.0 MAD,Ferme Bretonne (Hay Arraha) à Casablanca,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8407358,mubawab.ma,8407358,Rabat,Hassan - Centre Ville,Rabat-Salé-Kenitra,,,70.0,1.0,1.0,furnished,unknown,unknown,unknown,6300.0,90.0,appartement,sale,,unknown,2026-09-01T17:35:24.830138+00:00,https://www.mubawab.ma/fr/a/8407358/bel-appartement-meubl%C3%A9-sur-hassan-rabat,rejected,implausible_price|price_per_m2_outlier,unique,,Bel appartement meublé sur hassan rabat,6300.0 MAD,Hassan - Centre Ville à Rabat,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8407445,mubawab.ma,8407445,Marrakech,Route Casablanca,Marrakech-Safi,,,76.0,2.0,1.0,furnished,yes,yes,unknown,7500.0,98.68,appartement,sale,,unknown,2026-09-01T17:32:06.868956+00:00,https://www.mubawab.ma/fr/a/8407445/%C3%A0-louer-sublime-appartement-meubl%C3%A9-route-de-casa,rejected,implausible_price|price_per_m2_outlier,unique,,À louer sublime appartement meublé route de casa,7500.0 MAD,Route Casablanca à Marrakech,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8407595,mubawab.ma,8407595,Agadir,Founti,Souss-Massa,,,96.0,2.0,2.0,unknown,unknown,unknown,unknown,12000.0,125.0,appartement,sale,,unknown,2026-09-01T17:34:28.004066+00:00,https://www.mubawab.ma/fr/a/8407595/location-appartement-founty-agadirbay,rejected,implausible_price|price_per_m2_outlier,unique,,Location appartement Founty Agadirbay,12000.0 MAD,Founti à Agadir,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8407658,mubawab.ma,8407658,Marrakech,Guéliz,Marrakech-Safi,,,49.0,1.0,1.0,unknown,no,unknown,unknown,1150000.0,23469.39,,sale,,unknown,2026-09-01T17:32:09.818651+00:00,https://www.mubawab.ma/fr/a/8407658/nouveau-studio-%C3%A0-vendre-%E2%80%93-gu%C3%A9liz-majorelle-%E2%80%93-marrakech,rejected,unknown_property_type,unique,,Nouveau studio à vendre – Guéliz / Majorelle – Marrakech,1150000.0 MAD,Guéliz à Marrakech,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:7650484,mubawab.ma,7650484,Rabat,Riyad,Rabat-Salé-Kenitra,,,175.0,4.0,3.0,unknown,unknown,unknown,unknown,,,appartement,sale,,unknown,2026-09-01T17:36:03.807670+00:00,https://www.mubawab.ma/fr/a/7650484/appartement-de-haut-standing-pour-4-chambre,rejected,missing_price,unique,,Appartement de haut standing pour 4 chambre,,Riyad à Rabat,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8035194,mubawab.ma,8035194,Marrakech,Route Casablanca,Marrakech-Safi,,,144.0,3.0,2.0,unknown,yes,unknown,unknown,,,appartement,sale,,unknown,2026-09-01T17:31:57.626945+00:00,https://www.mubawab.ma/fr/a/8035194/appartement-plein-soleil-260-000-euros-net-vend,rejected,missing_price,unique,,Appartement Plein Soleil 260.000 euros net vend,260000.0 EUR,Route Casablanca à Marrakech,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8095549,mubawab.ma,8095549,Casablanca,,Casablanca-Settat,,,84.0,2.0,2.0,unknown,yes,unknown,unknown,1570000.0,18690.48,appartement,sale,,unknown,2026-09-01T16:53:25.516138+00:00,https://www.mubawab.ma/fr/a/8095549/appartement-neuf-84-m%C2%B2-%C3%A0-gu%C3%A9liz,rejected,missing_city|missing_or_invalid_neighborhood|duplicate_listing_id,duplicate_listing_id,mubawab.ma:native:8095549,Appartement Neuf 84 m² à Guéliz,1 570 000 DH,Écoles,84m² | 3 Pièces | 2 Chambres | 2 Salles de bains | 84 m²,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_listings_v3.csv
mubawab.ma:native:8115280,mubawab.ma,8115280,Casablanca,,Casablanca-Settat,,,83.0,2.0,1.0,unknown,yes,unknown,unknown,1560000.0,18795.18,appartement,sale,,unknown,2026-09-01T16:53:21.182513+00:00,https://www.mubawab.ma/fr/a/8115280/appartement-neuf-83-m%C2%B2-%C3%A0-gu%C3%A9liz-avec-salle-de-sport,rejected,missing_city|missing_or_invalid_neighborhood|duplicate_listing_id,duplicate_listing_id,mubawab.ma:native:8115280,Appartement Neuf 83 m² à Guéliz avec Salle de Sport,1 560 000 DH,Écoles,83m² | 3 Pièces | 2 Chambres | 1 Salle de bain | 84 m²,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_listings_v3.csv
mubawab.ma:native:8165939,mubawab.ma,8165939,Casablanca,,Casablanca-Settat,,,102.0,3.0,2.0,unknown,unknown,unknown,unknown,2040000.0,20000.0,appartement,sale,,unknown,2026-09-01T16:53:01.745322+00:00,https://www.mubawab.ma/fr/a/8165939/vente-appartement-de-prestige-%C3%A0-malabata-hills,rejected,missing_city|missing_or_invalid_neighborhood|duplicate_listing_id,duplicate_listing_id,mubawab.ma:native:8165939,Vente appartement de prestige à Malabata Hills,2 040 000 DH,Écoles,102m² | 4 Pièces | 3 Chambres | 2 Salles de bains,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_listings_v3.csv
mubawab.ma:native:8258601,mubawab.ma,8258601,Casablanca,,Casablanca-Settat,,,184.0,3.0,3.0,unknown,yes,unknown,unknown,2500000.0,13586.96,appartement,sale,,unknown,2026-09-01T16:52:48.803740+00:00,https://www.mubawab.ma/fr/a/8258601/appartement-%C3%A0-vendre-les-princesses,rejected,missing_city|missing_or_invalid_neighborhood|duplicate_listing_id,duplicate_listing_id,mubawab.ma:native:8258601,Appartement à vendre Les princesses,2 500 000 DH,Écoles,184m² | 2 Pièces | 3 Chambres | 3 Salles de bains | 186 m² | 148 m²,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_listings_v3.csv
mubawab.ma:native:8323267,mubawab.ma,8323267,Rabat,Souissi,Rabat-Salé-Kenitra,,,282.0,3.0,2.0,unknown,unknown,unknown,unknown,,,appartement,sale,,unknown,2026-09-01T17:36:11.717221+00:00,https://www.mubawab.ma/fr/a/8323267/appartement-d%E2%80%99exception-%C3%A0-vendre-en-rez-de-jardin-avec-piscine-priv%C3%A9e-%E2%80%93-souissi,rejected,missing_price,unique,,Appartement d’exception à vendre en rez de jardin avec piscine privée – Souissi,,Souissi à Rabat,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8326704,mubawab.ma,8326704,Casablanca,,Casablanca-Settat,,,84.0,2.0,2.0,unknown,yes,unknown,unknown,1550000.0,18452.38,appartement,sale,,unknown,2026-09-01T16:53:29.610002+00:00,https://www.mubawab.ma/fr/a/8326704/appartement-neuf-%C3%A0-gu%C3%A9liz,rejected,missing_city|missing_or_invalid_neighborhood|duplicate_listing_id,duplicate_listing_id,mubawab.ma:native:8326704,Appartement Neuf à Guéliz,1 550 000 DH,Écoles,84m² | 3 Pièces | 2 Chambres | 2 Salles de bains | 11 m²,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_listings_v3.csv
mubawab.ma:native:8331770,mubawab.ma,8331770,Casablanca,,Casablanca-Settat,,,180.0,3.0,2.0,unknown,yes,unknown,unknown,3900000.0,21666.67,appartement,sale,,unknown,2026-09-01T16:52:38.667817+00:00,https://www.mubawab.ma/fr/a/8331770/superbe-appartement-r%C3%A9nov%C3%A9-%C3%A0-neuf-bien-situ%C3%A9-agdal,rejected,missing_city|missing_or_invalid_neighborhood|duplicate_listing_id,duplicate_listing_id,mubawab.ma:native:8331770,Superbe appartement rénové à neuf bien situé Agdal,3 900 000 DH,Écoles,180m² | 4 Pièces | 3 Chambres | 2 Salles de bains,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_listings_v3.csv
mubawab.ma:native:8354400,mubawab.ma,8354400,Casablanca,,Casablanca-Settat,,,56.0,2.0,1.0,unknown,unknown,unknown,unknown,380000.0,6785.71,appartement,sale,,unknown,2026-09-01T16:53:15.429285+00:00,https://www.mubawab.ma/fr/a/8354400/appartement-%C3%A0-haouara-deux-pas-de-la-plage,rejected,missing_city|missing_or_invalid_neighborhood|duplicate_listing_id,duplicate_listing_id,mubawab.ma:native:8354400,Appartement à Haouara Deux pas de la plage,380 000 DH Baisse du prix20 000 DH,Écoles,56m² | 2 Pièces | 2 Chambres | 1 Salle de bain,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_listings_v3.csv
mubawab.ma:native:8363830,mubawab.ma,8363830,Casablanca,,Casablanca-Settat,,,52.0,1.0,1.0,furnished,yes,unknown,unknown,1300000.0,25000.0,appartement,sale,,unknown,2026-09-01T16:53:45.183683+00:00,https://www.mubawab.ma/fr/a/8363830/apartment-to-purchase-in-hivernage-2-rooms-furnishings,rejected,missing_city|missing_or_invalid_neighborhood|duplicate_listing_id,duplicate_listing_id,mubawab.ma:native:8363830,Apartment to purchase in Hivernage. 2 rooms. Furnishings,1 300 000 DH,Écoles,52m² | 2 Pièces | 1 Ch. | 1 Salle de bain | 3 m²,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_listings_v3.csv
mubawab.ma:native:8372405,mubawab.ma,8372405,Agadir,Hay Zaytoun,Souss-Massa,,,98.0,6.0,3.0,unknown,unknown,unknown,unknown,,,,sale,,unknown,2026-09-01T17:34:54.703441+00:00,https://www.mubawab.ma/fr/a/8372405/duplex-de-2-appartement-avec-terrasse-porte-individuelle-%C3%A0-vendre-%C3%A0-hay-zaytoun-superficie-98-m%C2%B2-syst%C3%A8me-de-parabole-et-salon-marocain,rejected,missing_price|unknown_property_type,unique,,Duplex de 2 appartement avec terrasse porte individuelle à vendre à Hay Zaytoun. Superficie 98 m². Système de parabole et salon marocain,,Hay Zaytoun à Agadir,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8388608,mubawab.ma,8388608,Casablanca,,Casablanca-Settat,,,175.0,3.0,3.0,unknown,yes,unknown,unknown,3250000.0,18571.43,appartement,sale,,unknown,2026-09-01T16:53:39.300159+00:00,https://www.mubawab.ma/fr/a/8388608/bel-appartement-a-vendre-a-triangle-d-or,rejected,missing_city|missing_or_invalid_neighborhood|duplicate_listing_id,duplicate_listing_id,mubawab.ma:native:8388608,Bel appartement a vendre a triangle d'or,3 250 000 DH,Écoles,175m² | 4 Pièces | 3 Chambres | 3 Salles de bains | 2 salles de bains | 8 m² | 186 m²,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_listings_v3.csv
mubawab.ma:native:8393411,mubawab.ma,8393411,Tanger,Centre,Tangier-Tetouan-Al Hoceima,,,80.0,2.0,1.0,unknown,unknown,unknown,unknown,,,appartement,sale,,unknown,2026-09-01T17:31:30.094974+00:00,https://www.mubawab.ma/fr/a/8393411/projet-de-haut-standing-%C3%A0-malabata-hills-tanger,rejected,missing_price,unique,,Projet de haut standing à Malabata Hills Tanger,,Centre à Tanger,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8397293,mubawab.ma,8397293,Rabat,Hay Al Fath,Rabat-Salé-Kenitra,,,92.0,2.0,2.0,unknown,unknown,yes,unknown,,,appartement,sale,,unknown,2026-09-01T17:35:32.077484+00:00,https://www.mubawab.ma/fr/a/8397293/appartement-%C3%A0-vendre-%E2%80%93-hay-mountazah-hay-el-fath-,rejected,missing_price,unique,,"Appartement à vendre – Hay Mountazah, Hay El Fath,",1770000.0 EUR,Hay Al Fath à Rabat,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8398355,mubawab.ma,8398355,Casablanca,,Casablanca-Settat,,,176.0,3.0,3.0,furnished,unknown,unknown,yes,2950000.0,16761.36,appartement,sale,,unknown,2026-09-01T16:53:35.283700+00:00,https://www.mubawab.ma/fr/a/8398355/appartement-%C3%A0-vendre-%C3%A0-darbouazza,rejected,missing_city|missing_or_invalid_neighborhood,unique,,Appartement à vendre à Darbouazza,2 950 000 DH,Écoles,176m² | 4 Pièces | 3 Chambres | 3 Salles de bains,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_listings_v3.csv
mubawab.ma:native:8399596,mubawab.ma,8399596,Tanger,Centre,Tangier-Tetouan-Al Hoceima,,,40.0,2.0,1.0,unknown,yes,unknown,unknown,,,appartement,sale,,unknown,2026-09-01T17:31:33.050088+00:00,https://www.mubawab.ma/fr/a/8399596/appartements-de-haut-standing-%C3%A0-vendre-%E2%80%93-tanger,rejected,missing_price,unique,,Appartements de Haut Standing à Vendre – Tanger,,Centre à Tanger,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8399985,mubawab.ma,8399985,Marrakech,Sidi Abbad,Marrakech-Safi,,,112.0,2.0,2.0,unknown,yes,unknown,unknown,,,appartement,sale,,unknown,2026-09-01T17:31:53.184743+00:00,https://www.mubawab.ma/fr/a/8399985/appartement-a-route-casablanca-marrakech,rejected,missing_price,unique,,"Appartement a route Casablanca, Marrakech",,Sidi Abbad à Marrakech,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8400700,mubawab.ma,8400700,Agadir,Illigh,Souss-Massa,,,360.0,4.0,3.0,unknown,unknown,unknown,unknown,,,,sale,,unknown,2026-09-01T17:34:41.405161+00:00,https://www.mubawab.ma/fr/a/8400700/villa-de-luxe-coeur-d-agadir,rejected,missing_price|unknown_property_type,unique,,Villa de luxe coeur d'Agadir,,Illigh à Agadir,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
mubawab.ma:native:8401271,mubawab.ma,8401271,El Jadida,Jawhara,Casablanca-Settat,,,105.0,1.0,1.0,unknown,unknown,unknown,unknown,,,,sale,,unknown,2026-09-01T17:36:35.392087+00:00,https://www.mubawab.ma/fr/a/8401271/maison-r2-haute-qualit%C3%A9-a-vendre-,rejected,missing_price|unknown_property_type,unique,,Maison R2 haute qualité a vendre.,,Jawhara à El Jadida,,data\external\recovery_archive\20260902T224619Z\dangling_v3_tree_87e06eeb\data\raw\maisonlux_scrapy_v3.csv
